Activity,Exchange,Amount,Unit,GHG Impact (kgCO2eq/kg),Contribution (%),Total Activity Impact (kgCO2eq/kg)
"Anthraquinone vat dyes, from alkali fusion production",market for glycine,0.82,kilogram,4.617925573197912,68.94347234026472,6.698133146538555
"Anthraquinone vat dyes, from alkali fusion production","Heat, for dyeing process, production mix",12.62,megajoule,1.071198168400274,15.992488428717563,6.698133146538555
"Anthraquinone vat dyes, from alkali fusion production",market for sodium amide,0.08,kilogram,0.49591871485876554,7.403834829933849,6.698133146538555
"Anthraquinone vat dyes, from alkali fusion production","market group for electricity, low voltage",0.5215,kilowatt hour,0.3585310440361404,5.352701061510269,6.698133146538555
"Anthraquinone vat dyes, from alkali fusion production","market for sodium hydroxide, without water, in 50% solution state",0.1,kilogram,0.15392826415748484,2.2980771028272486,6.698133146538555
"Anthraquinone vat dyes, from alkali fusion production",market group for tap water,0.5,kilogram,0.00042078860420245755,0.006282177361910337,6.698133146538555
"Anthraquinone vat dyes, from alkali fusion production",market for wastewater from textile production,-0.00045,cubic meter,0.0002106635161283439,0.0031451079206630895,6.698133146538555
"Azo acid dyes, from bromisation production",market for 2-nitroaniline,0.84,kilogram,4.269814120255335,54.32672517862919,7.859509488591401
"Azo acid dyes, from bromisation production",market for bromine,0.74,kilogram,1.54694659744596,19.682482726071587,7.859509488591401
"Azo acid dyes, from bromisation production","Heat, for dyeing process, production mix",10.0608,megajoule,0.8539707220514496,10.865445525462432,7.859509488591401
"Azo acid dyes, from bromisation production",market for methanol,0.4,kilogram,0.4036426871539893,5.1357236445849885,7.859509488591401
"Azo acid dyes, from bromisation production","market for sodium hydroxide, without water, in 50% solution state",0.22,kilogram,0.33864218111078803,4.308693584534119,7.859509488591401
"Azo acid dyes, from bromisation production","market group for electricity, low voltage",0.3236992,kilowatt hour,0.22254307220998654,2.8315135000857565,7.859509488591401
"Azo acid dyes, from bromisation production","market for hydrochloric acid, without water, in 30% solution state",0.088,kilogram,0.07801363205854911,0.9926017924119954,7.859509488591401
"Azo acid dyes, from bromisation production",market for cooling energy,1.14,megajoule,0.07648641724222655,0.9731703658256492,7.859509488591401
"Azo acid dyes, from bromisation production","market for sodium chloride, powder",0.252,kilogram,0.0674295536610258,0.8579359024746299,7.859509488591401
"Azo acid dyes, from bromisation production",market group for tap water,1.6,kilogram,0.0013465235350569303,0.01713241185103852,7.859509488591401
"Azo acid dyes, from bromisation production",market for wastewater from textile production,-0.00144,cubic meter,0.0006741232472871824,0.008577166911824675,7.859509488591401
"Azo disperse dyes, from diazotization-coupling production",market for 2-nitroaniline,0.525,kilogram,2.6686338248337,45.3689081090805,5.882076373576154
"Azo disperse dyes, from diazotization-coupling production","Heat, for dyeing process, production mix",15.72,megajoule,1.3343292506979678,22.684663815181462,5.882076373576154
"Azo disperse dyes, from diazotization-coupling production",market for o-phenylene diamine,0.057,kilogram,0.580920212677639,9.876107955471076,5.882076373576154
"Azo disperse dyes, from diazotization-coupling production",market for sulfuric acid,3.0,kilogram,0.49552855809965685,8.424381572563432,5.882076373576154
"Azo disperse dyes, from diazotization-coupling production","market group for electricity, low voltage",0.41596,kilowatt hour,0.2859723357585686,4.86175829071571,5.882076373576154
"Azo disperse dyes, from diazotization-coupling production","market for hydrochloric acid, without water, in 30% solution state",0.25,kilogram,0.22162963856809953,3.767881008205174,5.882076373576154
"Azo disperse dyes, from diazotization-coupling production",market for cooling energy,3.29,megajoule,0.22073711651467925,3.752707419888135,5.882076373576154
"Azo disperse dyes, from diazotization-coupling production",market for sodium nitrite,0.0175,kilogram,0.06043359829978619,1.02741947675603,5.882076373576154
"Azo disperse dyes, from diazotization-coupling production",market group for tap water,11.0,kilogram,0.00925734929692922,0.15738233761322257,5.882076373576154
"Azo disperse dyes, from diazotization-coupling production",market for wastewater from textile production,-0.0099,cubic meter,0.004634597360212989,0.07879185964046351,5.882076373576154
"Azo reactive dyes, from monochlorotriazine production","Heat, for dyeing process, production mix",21.4054,megajoule,1.8169116634648474,33.075597686535005,5.493208862570328
"Azo reactive dyes, from monochlorotriazine production",market for o-phenylene diamine,0.09,kilogram,0.9172424426137123,16.697752908388875,5.493208862570328
"Azo reactive dyes, from monochlorotriazine production",market for naphthalene sulfonic acid,0.325,kilogram,0.5520420842941175,10.049537494480255,5.493208862570328
"Azo reactive dyes, from monochlorotriazine production",market for cyanuric chloride,0.1,kilogram,0.5398403683102485,9.827413845277526,5.493208862570328
"Azo reactive dyes, from monochlorotriazine production",market for sodium bicarbonate,0.4,kilogram,0.5185836503368695,9.440450259781656,5.493208862570328
"Azo reactive dyes, from monochlorotriazine production","market group for electricity, low voltage",0.6668165,kilowatt hour,0.4584360804767956,8.34550609572651,5.493208862570328
"Azo reactive dyes, from monochlorotriazine production","market for hydrochloric acid, without water, in 30% solution state",0.5,kilogram,0.44325927713619906,8.06922307572324,5.493208862570328
"Azo reactive dyes, from monochlorotriazine production",market for sodium nitrite,0.07,kilogram,0.24173439319914475,4.400604441718511,5.493208862570328
"Azo reactive dyes, from monochlorotriazine production",market group for tap water,4.085,kilogram,0.0034378429010231714,0.06258350969408744,5.493208862570328
"Azo reactive dyes, from monochlorotriazine production",market for wastewater from textile production,-0.0036765,cubic meter,0.001721120922431599,0.03133179468486966,5.493208862570328
"Fabric dyeing, Continuous, Pad steam, Acid, Animal Fibers, Medium Shade","Heat, for dyeing process, production mix",18.3,megajoule,1.5533222235558612,47.16220163162211,3.2935744511858487
"Fabric dyeing, Continuous, Pad steam, Acid, Animal Fibers, Medium Shade","market group for electricity, low voltage",2.1,kilowatt hour,1.4437491705166696,43.83532820995891,3.2935744511858487
"Fabric dyeing, Continuous, Pad steam, Acid, Animal Fibers, Medium Shade","Azo acid dyes, from bromisation production",0.022,kilogram,0.17290920876098254,5.24989525282256,3.2935744511858487
"Fabric dyeing, Continuous, Pad steam, Acid, Animal Fibers, Medium Shade",market for ethoxylated alcohol (AE>20),0.02,kilogram,0.07682125592169486,2.332458459957856,3.2935744511858487
"Fabric dyeing, Continuous, Pad steam, Acid, Animal Fibers, Medium Shade",market group for tap water,20.0,kilogram,0.01683154418728703,0.5110418615624993,3.2935744511858487
"Fabric dyeing, Continuous, Pad steam, Acid, Animal Fibers, Medium Shade",market for acetic acid,0.005,kilogram,0.012934025098345615,0.3927048041585558,3.2935744511858487
"Fabric dyeing, Continuous, Pad steam, Acid, Animal Fibers, Medium Shade",market for wastewater from textile production,-0.018,cubic meter,0.008426540667080908,0.25584788781826195,3.2935744511858487
"Fabric dyeing, Continuous, Pad steam, Acid, Animal Fibers, Medium Shade",market for non-ionic surfactant,0.001,kilogram,0.004354320780724553,0.13220653867887466,3.2935744511858487
"Fabric dyeing, Continuous, Pad steam, Acid, Animal Fibers, Medium Shade",market for ammonium sulfate,0.005,kilogram,0.0042262966597825784,0.12831945117441945,3.2935744511858487
"Fabric dyeing, Continuous, Pad steam, Reactive, Cellulosic Fibers, Medium Shade","market group for electricity, low voltage",2.3,kilowatt hour,1.5812490922130786,46.6190725556985,3.391850171030041
"Fabric dyeing, Continuous, Pad steam, Reactive, Cellulosic Fibers, Medium Shade","Heat, for dyeing process, production mix",17.8,megajoule,1.5108817200207136,44.54447112449803,3.391850171030041
"Fabric dyeing, Continuous, Pad steam, Reactive, Cellulosic Fibers, Medium Shade","Azo reactive dyes, from monochlorotriazine production",0.015,kilogram,0.08239813304214386,2.429297548161483,3.391850171030041
"Fabric dyeing, Continuous, Pad steam, Reactive, Cellulosic Fibers, Medium Shade",market for ethoxylated alcohol (AE>20),0.02,kilogram,0.07682125592169486,2.264877634567381,3.391850171030041
"Fabric dyeing, Continuous, Pad steam, Reactive, Cellulosic Fibers, Medium Shade","market for sodium sulfate, anhydrite",0.06,kilogram,0.04232205529574351,1.2477572169082898,3.391850171030041
"Fabric dyeing, Continuous, Pad steam, Reactive, Cellulosic Fibers, Medium Shade",market for polyacrylamide,0.008,kilogram,0.031198818331315704,0.919817113320227,3.391850171030041
"Fabric dyeing, Continuous, Pad steam, Reactive, Cellulosic Fibers, Medium Shade",market group for tap water,36.0,kilogram,0.030296779518963323,0.8932228132518826,3.391850171030041
"Fabric dyeing, Continuous, Pad steam, Reactive, Cellulosic Fibers, Medium Shade",market for wastewater from textile production,-0.0324,cubic meter,0.01516777307403945,0.44718287392491995,3.391850171030041
"Fabric dyeing, Continuous, Pad steam, Reactive, Cellulosic Fibers, Medium Shade",market for acetic acid,0.005,kilogram,0.012934025098345615,0.38132654587209536,3.391850171030041
"Fabric dyeing, Continuous, Pad steam, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.001,kilogram,0.004354320780724553,0.12837597656627114,3.391850171030041
"Fabric dyeing, Continuous, Pad steam, Reactive, Cellulosic Fibers, Medium Shade",market for ammonium sulfate,0.005,kilogram,0.0042262966597825784,0.12460151382509717,3.391850171030041
"Fabric dyeing, Continuous, Pad steam, Vat, Cellulosic Fibers, Medium Shade","Heat, for dyeing process, production mix",18.3,megajoule,1.5533222235558612,42.841138210002846,3.6257725365316755
"Fabric dyeing, Continuous, Pad steam, Vat, Cellulosic Fibers, Medium Shade","market group for electricity, low voltage",2.1,kilowatt hour,1.4437491705166696,39.819077340624474,3.6257725365316755
"Fabric dyeing, Continuous, Pad steam, Vat, Cellulosic Fibers, Medium Shade","Anthraquinone vat dyes, from alkali fusion production",0.075,kilogram,0.5023599863517816,13.855253778063165,3.6257725365316755
"Fabric dyeing, Continuous, Pad steam, Vat, Cellulosic Fibers, Medium Shade",market for ethoxylated alcohol (AE>20),0.02,kilogram,0.07682125592169486,2.11875552444832,3.6257725365316755
"Fabric dyeing, Continuous, Pad steam, Vat, Cellulosic Fibers, Medium Shade",market group for tap water,30.0,kilogram,0.025247316272364612,0.6963292930812359,3.6257725365316755
"Fabric dyeing, Continuous, Pad steam, Vat, Cellulosic Fibers, Medium Shade",market for wastewater from textile production,-0.027,cubic meter,0.012639810936580237,0.3486101460923737,3.6257725365316755
"Fabric dyeing, Continuous, Pad steam, Vat, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.002,kilogram,0.008708641561449106,0.240187200760795,3.6257725365316755
"Fabric dyeing, Continuous, Pad steam, Vat, Cellulosic Fibers, Medium Shade","market for sodium hydroxide, without water, in 50% solution state",0.001,kilogram,0.00153928264091593,0.0424539218995897,3.6257725365316755
"Fabric dyeing, Continuous, Pad steam, Vat, Cellulosic Fibers, Medium Shade",market for magnesium sulfate,0.003,kilogram,0.001384964564810275,0.038197778565974186,3.6257725365316755
"Fabric dyeing, Continuous, Thermosol, Disperse, Synthetic Fibers, Medium Shade","Heat, for dyeing process, production mix",19.8,megajoule,1.6806437099103624,54.39671673077531,3.089605055077758
"Fabric dyeing, Continuous, Thermosol, Disperse, Synthetic Fibers, Medium Shade","market group for electricity, low voltage",1.8,kilowatt hour,1.2374992891850378,40.05364009717717,3.089605055077758
"Fabric dyeing, Continuous, Thermosol, Disperse, Synthetic Fibers, Medium Shade",market for ethoxylated alcohol (AE>20),0.02,kilogram,0.07682125592169486,2.486442589011153,3.089605055077758
"Fabric dyeing, Continuous, Thermosol, Disperse, Synthetic Fibers, Medium Shade","Azo disperse dyes, from diazotization-coupling production",0.01,kilogram,0.05882076376090609,1.903827923385687,3.089605055077758
"Fabric dyeing, Continuous, Thermosol, Disperse, Synthetic Fibers, Medium Shade",market group for tap water,20.0,kilogram,0.01683154418728703,0.5447797982989583,3.089605055077758
"Fabric dyeing, Continuous, Thermosol, Disperse, Synthetic Fibers, Medium Shade",market for wastewater from textile production,-0.018,cubic meter,0.008426540667080908,0.272738441220243,3.089605055077758
"Fabric dyeing, Continuous, Thermosol, Disperse, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.001,kilogram,0.004354320780724553,0.14093454351287513,3.089605055077758
"Fabric dyeing, Continuous, Thermosol, Disperse, Synthetic Fibers, Medium Shade",market for polyacrylamide,0.001,kilogram,0.003899852291414463,0.1262249453212496,3.089605055077758
"Fabric dyeing, Continuous, Thermosol, Disperse, Synthetic Fibers, Medium Shade","market for EDTA, ethylenediaminetetraacetic acid",0.0003,kilogram,0.0016673934393693648,0.05396785057135403,3.089605055077758
"Fabric dyeing, Continuous, Thermosol, Disperse, Synthetic Fibers, Medium Shade",market for formic acid,0.0002,kilogram,0.0006404825982131996,0.020730241788042395,3.089605055077758
"Fabric dyeing, Exhaust, Airflow jet, Acid, Animal Fibers, Medium Shade","market group for electricity, low voltage",2.2,kilowatt hour,1.5124991307886106,46.43996239156093,3.256891377378596
"Fabric dyeing, Exhaust, Airflow jet, Acid, Animal Fibers, Medium Shade","Heat, for dyeing process, production mix",14.2,megajoule,1.2053101380537465,37.007993156464295,3.256891377378596
"Fabric dyeing, Exhaust, Airflow jet, Acid, Animal Fibers, Medium Shade","Azo acid dyes, from bromisation production",0.038,kilogram,0.2986613606549738,9.170135753663363,3.256891377378596
"Fabric dyeing, Exhaust, Airflow jet, Acid, Animal Fibers, Medium Shade",market for ethoxylated alcohol (AE>20),0.03,kilogram,0.11523188388581201,3.53809416814385,3.256891377378596
"Fabric dyeing, Exhaust, Airflow jet, Acid, Animal Fibers, Medium Shade",market for non-ionic surfactant,0.008,kilogram,0.03483456624579642,1.0695648767332868,3.256891377378596
"Fabric dyeing, Exhaust, Airflow jet, Acid, Animal Fibers, Medium Shade",market group for tap water,33.0,kilogram,0.027772047909352768,0.8527164308349121,3.256891377378596
"Fabric dyeing, Exhaust, Airflow jet, Acid, Animal Fibers, Medium Shade","market for organophosphorus-compound, unspecified",0.003,kilogram,0.026634230044843162,0.8177807288826593,3.256891377378596
"Fabric dyeing, Exhaust, Airflow jet, Acid, Animal Fibers, Medium Shade",market for wastewater from textile production,-0.0297,cubic meter,0.01390379195466783,0.4269037663103982,3.256891377378596
"Fabric dyeing, Exhaust, Airflow jet, Acid, Animal Fibers, Medium Shade",market for non-ionic surfactant,0.003,kilogram,0.013062962343330355,0.40108682881049784,3.256891377378596
"Fabric dyeing, Exhaust, Airflow jet, Acid, Animal Fibers, Medium Shade",market for acetic acid,0.002,kilogram,0.005173610037355858,0.15885116934787027,3.256891377378596
"Fabric dyeing, Exhaust, Airflow jet, Acid, Animal Fibers, Medium Shade","market for sodium dithionite, anhydrous",0.001,kilogram,0.0038076544885575847,0.11691069941737776,3.256891377378596
"Fabric dyeing, Exhaust, Airflow jet, Acid, Synthetic Fibers, Medium Shade","market group for electricity, low voltage",1.3,kilowatt hour,0.8937494870497076,43.849323576340346,2.038228675280969
"Fabric dyeing, Exhaust, Airflow jet, Acid, Synthetic Fibers, Medium Shade","Heat, for dyeing process, production mix",8.2,megajoule,0.6960241636873934,34.14848255883,2.038228675280969
"Fabric dyeing, Exhaust, Airflow jet, Acid, Synthetic Fibers, Medium Shade","Azo acid dyes, from bromisation production",0.03,kilogram,0.23578528460198073,11.568146766921421,2.038228675280969
"Fabric dyeing, Exhaust, Airflow jet, Acid, Synthetic Fibers, Medium Shade",market for ethoxylated alcohol (AE>20),0.03,kilogram,0.11523188388581201,5.653530699636896,2.038228675280969
"Fabric dyeing, Exhaust, Airflow jet, Acid, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.006,kilogram,0.02612592468666071,1.2817955611903684,2.038228675280969
"Fabric dyeing, Exhaust, Airflow jet, Acid, Synthetic Fibers, Medium Shade",market group for tap water,27.0,kilogram,0.022722584662263564,1.1148201837132559,2.038228675280969
"Fabric dyeing, Exhaust, Airflow jet, Acid, Synthetic Fibers, Medium Shade","market for organophosphorus-compound, unspecified",0.002,kilogram,0.017756153369344756,0.8711560966973971,2.038228675280969
"Fabric dyeing, Exhaust, Airflow jet, Acid, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.003,kilogram,0.013062962343330355,0.6408977805951842,2.038228675280969
"Fabric dyeing, Exhaust, Airflow jet, Acid, Synthetic Fibers, Medium Shade",market for wastewater from textile production,-0.0243,cubic meter,0.011375829899201296,0.5581233370506448,2.038228675280969
"Fabric dyeing, Exhaust, Airflow jet, Acid, Synthetic Fibers, Medium Shade","market for sodium dithionite, anhydrous",0.001,kilogram,0.0038076544885575847,0.18681193797024276,2.038228675280969
"Fabric dyeing, Exhaust, Airflow jet, Acid, Synthetic Fibers, Medium Shade",market for acetic acid,0.001,kilogram,0.002586805018677929,0.12691436687403776,2.038228675280969
"Fabric dyeing, Exhaust, Airflow jet, Disperse, Synthetic Fibers, Medium Shade","Heat, for dyeing process, production mix",12.8,megajoule,1.0864767461603737,46.48692118791929,2.337166494137968
"Fabric dyeing, Exhaust, Airflow jet, Disperse, Synthetic Fibers, Medium Shade","market group for electricity, low voltage",1.4,kilowatt hour,0.9624994472734039,41.18232268379359,2.337166494137968
"Fabric dyeing, Exhaust, Airflow jet, Disperse, Synthetic Fibers, Medium Shade","Azo disperse dyes, from diazotization-coupling production",0.023,kilogram,0.1352877569759883,5.788537415512083,2.337166494137968
"Fabric dyeing, Exhaust, Airflow jet, Disperse, Synthetic Fibers, Medium Shade",market for ethoxylated alcohol (AE>20),0.02,kilogram,0.07682125592169486,3.286939809995408,2.337166494137968
"Fabric dyeing, Exhaust, Airflow jet, Disperse, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.005,kilogram,0.02177160390377314,0.9315384230597271,2.337166494137968
"Fabric dyeing, Exhaust, Airflow jet, Disperse, Synthetic Fibers, Medium Shade","market for organophosphorus-compound, unspecified",0.002,kilogram,0.017756153369344756,0.7597299299763353,2.337166494137968
"Fabric dyeing, Exhaust, Airflow jet, Disperse, Synthetic Fibers, Medium Shade",market group for tap water,20.0,kilogram,0.01683154418728703,0.7201688125130817,2.337166494137968
"Fabric dyeing, Exhaust, Airflow jet, Disperse, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.002,kilogram,0.008708641561449106,0.37261536922131727,2.337166494137968
"Fabric dyeing, Exhaust, Airflow jet, Disperse, Synthetic Fibers, Medium Shade",market for wastewater from textile production,-0.018,cubic meter,0.008426540667080908,0.3605451596288146,2.337166494137968
"Fabric dyeing, Exhaust, Airflow jet, Disperse, Synthetic Fibers, Medium Shade",market for acetic acid,0.001,kilogram,0.002586805018677929,0.11068124693581305,2.337166494137968
"Fabric dyeing, Exhaust, Airflow jet, Reactive, Cellulosic Fibers, Medium Shade","Heat, for dyeing process, production mix",12.3,megajoule,1.0440362470751432,41.89970430628369,2.4917508711835215
"Fabric dyeing, Exhaust, Airflow jet, Reactive, Cellulosic Fibers, Medium Shade","market group for electricity, low voltage",1.4,kilowatt hour,0.9624994472734039,38.627434965689,2.4917508711835215
"Fabric dyeing, Exhaust, Airflow jet, Reactive, Cellulosic Fibers, Medium Shade","Azo reactive dyes, from monochlorotriazine production",0.025,kilogram,0.13733022191929656,5.511394558239605,2.4917508711835215
"Fabric dyeing, Exhaust, Airflow jet, Reactive, Cellulosic Fibers, Medium Shade",market for ethoxylated alcohol (AE>20),0.03,kilogram,0.11523188388581201,4.624534708442969,2.4917508711835215
"Fabric dyeing, Exhaust, Airflow jet, Reactive, Cellulosic Fibers, Medium Shade",market group for tap water,80.0,kilogram,0.06732617674914812,2.7019626050003067,2.4917508711835215
"Fabric dyeing, Exhaust, Airflow jet, Reactive, Cellulosic Fibers, Medium Shade","market for sodium sulfate, anhydrite",0.083,kilogram,0.05854550982434707,2.3495731656567806,2.4917508711835215
"Fabric dyeing, Exhaust, Airflow jet, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.008,kilogram,0.03483456624579642,1.3979955479759034,2.4917508711835215
"Fabric dyeing, Exhaust, Airflow jet, Reactive, Cellulosic Fibers, Medium Shade",market for wastewater from textile production,-0.072,cubic meter,0.03370616266832363,1.352709978277805,2.4917508711835215
"Fabric dyeing, Exhaust, Airflow jet, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.005,kilogram,0.02177160390377314,0.8737472174909747,2.4917508711835215
"Fabric dyeing, Exhaust, Airflow jet, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.002,kilogram,0.008708641561449106,0.34949888699397585,2.4917508711835215
"Fabric dyeing, Exhaust, Airflow jet, Reactive, Cellulosic Fibers, Medium Shade",market for acetic acid,0.003,kilogram,0.0077604150555169935,0.3114442597478047,2.4917508711835215
"Fabric dyeing, Exhaust, Beam, Acid, Animal Fibers, Medium Shade","Heat, for dyeing process, production mix",33.3,megajoule,2.826537155806268,56.575738263720574,4.996023459085459
"Fabric dyeing, Exhaust, Beam, Acid, Animal Fibers, Medium Shade","market group for electricity, low voltage",1.8,kilowatt hour,1.2374992891850378,24.769685317121525,4.996023459085459
"Fabric dyeing, Exhaust, Beam, Acid, Animal Fibers, Medium Shade","Azo acid dyes, from bromisation production",0.025,kilogram,0.19648773721051543,3.9328825979228546,4.996023459085459
"Fabric dyeing, Exhaust, Beam, Acid, Animal Fibers, Medium Shade",market for non-ionic surfactant,0.04,kilogram,0.17417283123018512,3.4862292512547195,4.996023459085459
"Fabric dyeing, Exhaust, Beam, Acid, Animal Fibers, Medium Shade",market for ethoxylated alcohol (AE>20),0.04,kilogram,0.15364251184338973,3.0752960449772306,4.996023459085459
"Fabric dyeing, Exhaust, Beam, Acid, Animal Fibers, Medium Shade",market for acetic acid,0.038,kilogram,0.09829859072446405,1.96753661245734,4.996023459085459
"Fabric dyeing, Exhaust, Beam, Acid, Animal Fibers, Medium Shade","market for soda ash, light",0.2,kilogram,0.09179948580070045,1.8374510558744395,4.996023459085459
"Fabric dyeing, Exhaust, Beam, Acid, Animal Fibers, Medium Shade",market group for tap water,109.0,kilogram,0.09173191576751936,1.8360985795753497,4.996023459085459
"Fabric dyeing, Exhaust, Beam, Acid, Animal Fibers, Medium Shade",market for wastewater from textile production,-0.0981,cubic meter,0.04592464602776531,0.9192239869140245,4.996023459085459
"Fabric dyeing, Exhaust, Beam, Acid, Animal Fibers, Medium Shade",market for non-ionic surfactant,0.01,kilogram,0.04354320780754628,0.8715573128136799,4.996023459085459
"Fabric dyeing, Exhaust, Beam, Acid, Animal Fibers, Medium Shade","market for acrylic dispersion, with water, in 58% solution state",0.01,kilogram,0.03638620058405498,0.7283032372052876,4.996023459085459
"Fabric dyeing, Exhaust, Beam, Acid, Synthetic Fibers, Medium Shade","Heat, for dyeing process, production mix",19.3,megajoule,1.6382032159261308,50.9790872007345,3.2134808720202583
"Fabric dyeing, Exhaust, Beam, Acid, Synthetic Fibers, Medium Shade","market group for electricity, low voltage",1.1,kilowatt hour,0.7562495653943053,23.53365697549227,3.2134808720202583
"Fabric dyeing, Exhaust, Beam, Acid, Synthetic Fibers, Medium Shade","Azo acid dyes, from bromisation production",0.023,kilogram,0.180768718248664,5.6253242339985645,3.2134808720202583
"Fabric dyeing, Exhaust, Beam, Acid, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.036,kilogram,0.15675554810095582,4.87806071807754,3.2134808720202583
"Fabric dyeing, Exhaust, Beam, Acid, Synthetic Fibers, Medium Shade",market for ethoxylated alcohol (AE>20),0.03,kilogram,0.11523188388581201,3.5858898333310374,3.2134808720202583
"Fabric dyeing, Exhaust, Beam, Acid, Synthetic Fibers, Medium Shade",market for acetic acid,0.034,kilogram,0.08795137063497943,2.7369501838573562,3.2134808720202583
"Fabric dyeing, Exhaust, Beam, Acid, Synthetic Fibers, Medium Shade","market for soda ash, light",0.18,kilogram,0.08261953758786984,2.5710293877034474,3.2134808720202583
"Fabric dyeing, Exhaust, Beam, Acid, Synthetic Fibers, Medium Shade",market group for tap water,98.0,kilogram,0.08247456645854356,2.566518045171785,3.2134808720202583
"Fabric dyeing, Exhaust, Beam, Acid, Synthetic Fibers, Medium Shade",market for wastewater from textile production,-0.0882,cubic meter,0.041290049231380424,1.2849010426946186,3.2134808720202583
