descriptor,Activity,ACD,ETF,FRU,FWE,GHG,HTC,HTN,IOR,LDU,MRU,OZD,PCO,PMA,SWE,TRE,WTU,P_dqr,TiR_dqr,TeR_dqr,GR_dqr,Input_required_kg
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/POLYESTER?DTEX=370@WORLD,"Spinning to yarn, Polyester (PET, PBT, PTT, PLA etc), 370 dtex, Ring Spinning",0.0073764641260855,3.797791836195469,19.99768642152647,0.0006908307424401,1.5065117528336402,1.8077701866923548e-10,8.882092749867509e-09,0.1919995614556386,2.9297828447370557,1.7207250997815863e-06,1.0083490016682243e-08,0.0046577142762721,7.09487270284267e-08,0.0015122211014043,0.0152081664693768,0.3623604401220873,2.04,2.04,2.04,3.0,1.048
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/POLYAMIDE?DTEX=370@WORLD,"Spinning to yarn, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), 370 dtex, Ring Spinning",0.0095600294608191,4.818857554665015,25.363350577582196,0.0008981010239541,1.9140503135504636,2.2456305577100056e-10,1.1330004243372422e-08,0.2511419619543755,3.731865311415324,2.031933494083995e-06,1.2184316372909552e-08,0.0056846136894864,9.138212025589007e-08,0.001960607104994,0.0196847138320704,0.4686328673458502,2.01,2.01,2.01,3.0,1.048
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#ANIMAL_FIBERS/SILK?DTEX=45@WORLD,"Spinning to yarn, Spun Silk, 45 dtex, Open-End (Rotor)",0.0565302378460782,28.167785107005745,149.8463356372611,0.005314535993466,11.31278083668127,1.2661858028953196e-09,6.654336822415164e-08,1.49315063332583,21.664028681404645,1.1383590203151144e-05,7.078842494766561e-08,0.0335637416919292,5.343027639238709e-07,0.0115868564939153,0.1159424592111217,2.760116679773934,2.0,2.0,2.0,3.0,1.3146
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/FOR_WOVEN/RING#PLANT_FIBERS/COTTON?DTEX=370@WORLD,"Spinning to yarn, Coton Combed - Weaving, 370 dtex, Ring Spinning",0.006670412038355,3.4461414319693575,17.772127092499876,0.0006284548023891,1.3431261400150176,1.7768873323182778e-10,8.071749655875844e-09,0.1736343239189577,2.660894335882025,1.5258453770284027e-06,8.704290470392865e-09,0.0040006731069415,6.514966825444659e-08,0.0013717359291761,0.0138031667161751,0.3324001144416821,2.04,2.04,2.04,3.0,1.1609
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/WOOL_WORSTED?DTEX=70@WORLD,"Spinning to yarn, Worsted Wool, 70 dtex, Ring Spinning",0.0482663921724303,24.55780950352173,130.39187274505812,0.0045309033197174,9.835777439224325,1.1477909684374283e-09,5.783091184566847e-08,1.2643427440201986,18.763231589735184,1.0586042501112018e-05,6.43929127647341e-08,0.0302021404602247,4.595707243475445e-07,0.0098956358195433,0.0990963222971531,2.368852063938216,2.03,2.03,2.03,3.0,1.0989
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYESTER?DTEX=300@WORLD,"Spinning to yarn, Polyester (PET, PBT, PTT, PLA etc), 300 dtex, Open-End (Rotor)",0.005670793883466,2.9029208542144476,15.18966378826694,0.0005321324160113,1.1450844402809426,1.3944661235564982e-10,6.793882753282742e-09,0.1479857929579766,2.2489786478997607,1.2848112173785823e-06,7.519461520585315e-09,0.0034574879434773,5.4713374595382994e-08,0.0011634683376155,0.011706224003077,0.2790452880804009,2.03,2.03,2.03,3.0,1.0426
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/FOR_KNITTED/RING#PLANT_FIBERS/COTTON?DTEX=150@WORLD,"Spinning to yarn, Cotton Combed - Knitting, 150 dtex, Ring Spinning",0.0167778942039658,8.46885998813066,44.544301656362165,0.0015788260401371,3.3645822759671584,4.017351870180159e-10,1.9949190625459663e-08,0.440925812584228,6.520185370530287,3.5361586071007893e-06,2.129479336050952e-08,0.0099910630510156,1.6046450343082645e-07,0.0034431898104292,0.0345183760095839,0.8254792383136127,2.01,2.01,2.01,3.0,1.2212
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/MELT_POY#CELLULOSE_BASED_FIBERS/ACETATE@WORLD,"Spinning to filament, Acetate, Triacetate, Melt Spinning (POY)",0.0012438967507646,0.8499591414777394,6.597143414021229,9.500689114781492e-05,0.4469461801248234,5.99496027441148e-11,1.7524418113057704e-09,0.0244529694231899,0.6402482664198514,6.718300306994376e-07,7.861508312110915e-09,0.0013304198674116,1.2503566032160812e-08,0.0002832578407578,0.0030647115346284,0.0642854395130633,2.16,2.16,2.16,3.0,1.0309
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/WOOL_WOOLEN?DTEX=150@WORLD,"Spinning to yarn, Woollen Wool, 150 dtex, Ring Spinning",0.0152032169490761,8.052436954388693,42.75620569128074,0.0014195374207849,3.215908827850222,3.93774257583445e-10,1.8800036498843647e-08,0.3912832725078944,6.100211493712958,3.928873702536949e-06,2.3009731491833373e-08,0.010581929467024,1.4653477534396016e-07,0.0031154664852274,0.0312836807103445,0.7501216864857589,2.09,2.09,2.09,3.0,1.2739
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/ELASTANE?DTEX=300@WORLD,"Spinning to yarn, Elastane (Spandex/Lycra), 300 dtex, Ring Spinning",0.0168819675116687,8.457017151661095,44.7551235759403,0.001586567570067,3.3782554701450014,3.868397365932687e-10,1.9933491935660617e-08,0.4447773279551519,6.5274066241965025,3.4875727934365457e-06,2.1301710074509185e-08,0.0100226940526566,1.604280910360467e-07,0.0034611889020946,0.0346909783073733,0.8258218738047971,2.01,2.01,2.01,3.0,1.0117
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/ELASTANE?DTEX=170@WORLD,"Spinning to yarn, Elastane (Spandex/Lycra), 170 dtex, Ring Spinning",0.0303797566057429,15.163863280609291,80.50331743768538,0.002855736485163,6.077476931214145,6.859923618734691e-10,3.5793785712388316e-08,0.8017387332010955,11.680876788610847,6.171003858181818e-06,3.8109390186270545e-08,0.0180198245358497,2.877124196340509e-07,0.0062274696980172,0.0623546093991269,1.4842898741953157,2.0,2.0,2.0,3.0,1.0161
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYESTER?DTEX=150@WORLD,"Spinning to yarn, Polyester (PET, PBT, PTT, PLA etc), 150 dtex, Open-End (Rotor)",0.0110228290939532,5.566156666822098,29.389660876682203,0.0010352541430225,2.217130844649174,2.5834476511124937e-10,1.3089853163397876e-08,0.2894402851173523,4.2943191854501395,2.356305286003089e-06,1.4221541333444941e-08,0.0066446887334952,1.0519273458099023e-07,0.0022602783281296,0.0226751035675203,0.5401509219690309,2.02,2.02,2.02,3.0,1.0484
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/WOOL_WORSTED?DTEX=45@WORLD,"Spinning to yarn, Worsted Wool, 45 dtex, Ring Spinning",0.082788935386781,41.71176581865308,221.82277850931527,0.0077769712934853,16.739411102290475,1.913055805201593e-09,9.840219699257153e-08,2.177317045771151,31.944248119978273,1.7450192616618216e-05,1.07413476234983e-07,0.050656001599347,7.851230474375915e-07,0.0169708016260731,0.1698501112960112,4.0529872214275695,2.02,2.02,2.02,3.0,1.1111
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#CELLULOSE_BASED_FIBERS/MMCF?DTEX=45@WORLD,"Spinning to yarn, MMCF (Rayon, Viscose, Lyocell), 45 dtex, Ring Spinning",0.117268741086581,58.33953218973802,310.6221979495128,0.0110256078446967,23.452989887871105,2.6128412060106304e-09,1.3794169613813756e-07,3.0995491083690148,44.85671967675999,2.345215874697406e-05,1.465674542928535e-07,0.0694999266144547,1.1071112983800322e-06,0.0240348091657299,0.2404335099611896,5.723096165130054,2.0,2.0,2.0,3.0,1.0748
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/FOR_KNITTED/RING#PLANT_FIBERS/COTTON?DTEX=370@WORLD,"Spinning to yarn, Cotton Combed - Knitting, 370 dtex, Ring Spinning",0.0062590856981815,3.2417596289421624,16.68275063156552,0.0005897786458658,1.260871122263471,1.6857247327525468e-10,7.588429275001273e-09,0.1627564220339805,2.5038475893257184,1.4440715497095124e-06,8.192099811063859e-09,0.0037569716839414,6.127085546823584e-08,0.00128743737138,0.0129601560539394,0.3123342184380935,2.04,2.04,2.04,3.0,1.1609
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/SILK?DTEX=330@WORLD,"Spinning to yarn, Spun Silk, 330 dtex, Ring Spinning",0.0128163630139641,6.436880175314181,33.98758098411493,0.0012042872662917,2.5652358779150988,2.967334478477494e-10,1.515629063921603e-08,0.3372586879266902,4.97514031160708,2.6793096364274164e-06,1.6239159154952288e-08,0.007613916639403,1.2208938846290717e-07,0.0026279706938784,0.0263585483005676,0.627487878968261,2.01,2.01,2.01,3.0,2.0056
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/ACRYLIC?DTEX=150@WORLD,"Spinning to yarn, Acrylic, Modacrylic, PAN (Polyacrylonitrile), 150 dtex, Open-End (Rotor)",0.0131822918580006,6.639160876551451,35.108885944160775,0.00123830391673,2.648969586231853,3.06205118562013e-10,1.5627284567852575e-08,0.3465492578696566,5.118806073074666,2.7856177782073663e-06,1.6910541673029253e-08,0.0079241208997115,1.255564968822445e-07,0.0027028456514336,0.0271009084902008,0.6454968510598855,2.01,2.01,2.01,3.0,1.1419
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/POLYAMIDE?DTEX=70@WORLD,"Spinning to yarn, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), 70 dtex, Ring Spinning",0.0637209420719597,31.730591366669316,168.80571662558788,0.005990738509391,12.744883175879105,1.4249358786778119e-09,7.497064785997372e-08,1.6834769431137613,24.410637059239335,1.2799406170214904e-05,7.962642022210972e-08,0.0377737123013394,6.021202382190089e-07,0.0130605206852551,0.1306871525141988,3.110786155236397,2.0,2.0,2.0,3.0,1.0732
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#CELLULOSE_BASED_FIBERS/MMCF?DTEX=200@WORLD,"Spinning to yarn, MMCF (Rayon, Viscose, Lyocell), 200 dtex, Ring Spinning",0.0191857946824085,9.603102130140808,50.85517366129884,0.0018031055424534,3.8388771534606176,4.387149505719195e-10,2.2677525133757415e-08,0.5056688969332979,7.408032914798952,3.950800534638958e-06,2.4361312240526823e-08,0.0113879289588211,1.821783843688195e-07,0.0039333633821991,0.0394130142561026,0.9382587430800056,2.01,2.01,2.01,3.0,1.0627
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/ACRYLIC?DTEX=200@WORLD,"Spinning to yarn, Acrylic, Modacrylic, PAN (Polyacrylonitrile), 200 dtex, Ring Spinning",0.0188542329998449,9.464021769723647,50.15499381127186,0.0017711895625758,3.784968096651388,4.324991743258757e-10,2.2300770981748153e-08,0.4963456201534074,7.293768363212744,3.931615917649837e-06,2.4018908528108058e-08,0.0113039944225934,1.7909321986778602e-07,0.0038650198547626,0.0387325553632279,0.9221410622679512,2.01,2.01,2.01,3.0,1.1223
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/FOR_KNITTED/RING#PLANT_FIBERS/COTTON?DTEX=45@WORLD,"Spinning to yarn, Cotton Combed - Knitting, 45 dtex, Ring Spinning",0.0651823948151768,32.52051865376066,172.74240519671497,0.0061301940621448,13.04436659414666,1.474542478726094e-09,7.682624900844065e-08,1.721022867672115,25.00124498403616,1.3159608016404205e-05,8.157083287429967e-08,0.038670447948114,6.169200701003764e-07,0.0133633628662351,0.133723081525203,3.186815970089244,2.0,2.0,2.0,3.0,1.2486
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/WOOL_WORSTED?DTEX=330@WORLD,"Spinning to yarn, Worsted Wool, 330 dtex, Ring Spinning",0.0087097802915252,4.901795239440103,25.629291278057806,0.0008115374460997,1.925500685788224,2.705288670228319e-10,1.1325097773955021e-08,0.2182563394160398,3.6597420130267664,2.7183633955328036e-06,1.5003943725157405e-08,0.0067655676758035,8.653389043381479e-08,0.0017887607998668,0.0180250553127926,0.4391126258576961,2.17,2.17,2.17,3.0,1.0753
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/SILK?DTEX=45@WORLD,"Spinning to yarn, Spun Silk, 45 dtex, Ring Spinning",0.1311755180389794,65.24774432837147,347.4556600752886,0.0123333513918481,26.23411743513542,2.919937270923099e-09,1.542317315781875e-07,3.4673750445714857,50.164889649661376,2.6209728665602133e-05,1.6362202329685602e-07,0.0777390015727648,1.2382177763455235e-06,0.0268848808671278,0.2689348679071102,6.401449496064544,2.0,2.0,2.0,3.0,2.4888
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYAMIDE?DTEX=70@WORLD,"Spinning to yarn, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), 70 dtex, Open-End (Rotor)",0.0351908848020498,17.577036005607994,93.41147735918408,0.0033076605100514,7.0511147340403095,7.941377017048532e-10,4.149196534693653e-08,0.9285399308993648,13.522791879440348,7.165155968371135e-06,4.4336719962904747e-08,0.0209726409454376,3.331030962951112e-07,0.0072133288358094,0.0722073317800425,1.7191591192673288,2.01,2.01,2.01,3.0,1.0516
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/FOR_KNITTED/RING#PLANT_FIBERS/COTTON?DTEX=170@WORLD,"Spinning to yarn, Cotton Combed - Knitting, 170 dtex, Ring Spinning",0.0146051748653273,7.389228777858528,38.78970594970982,0.0013745310020136,2.930074320828827,3.53578142075598e-10,1.7396108593667437e-08,0.3834671316281971,5.690608137820727,3.1041337059281446e-06,1.858889870596828e-08,0.0087036096403155,1.399756327786723e-07,0.0029979061922908,0.0300654026679612,0.7194864526190857,2.02,2.02,2.02,3.0,1.2158
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/DRY#SYNTHETIC_FIBERS/MICROFIBER@WORLD,"Spinning to filament, Extruder Polymer Filaments, Dry Spinning",0.0050035001836158,2.279393258223032,13.256086705276331,0.0004410944018037,1.0040266996707845,1.4549837013538208e-10,6.088072487886731e-09,0.1223875885322944,2.5084543359050375,1.8906760173336284e-06,7.351174592294471e-09,0.003225474454687,5.1232536000244155e-08,0.0009979121014122,0.0108325854729316,0.2417240388480465,2.1,2.1,2.1,3.0,1.0309
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/WET#CELLULOSE_BASED_FIBERS/MMCF@WORLD,"Spinning to filament, MMCF (Rayon, Viscose, Lyocell), Wet Spinning",0.0054079825216404,-31.940897110336785,14.429850616882,-8.873838460783992e-06,1.0833889985832963,1.858797048114939e-10,5.819300793203042e-09,0.1353748576603551,2.4952495473747422,2.1005712516340476e-06,2.5441734251770338e-08,0.0034738751820538,5.5230988308145844e-08,-3.754690200215467e-05,0.0113385621797069,0.2618818399560113,2.22,2.22,2.22,3.0,1.0309
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/FOR_KNITTED/RING#PLANT_FIBERS/COTTON?DTEX=200@WORLD,"Spinning to yarn, Cotton Combed - Knitting, 200 dtex, Ring Spinning",0.0122082279784224,6.19816544972591,32.44114512190394,0.001149152831697,2.4507187627874063,3.0045030763925147e-10,1.4579521606365453e-08,0.3200789164684545,4.775425194387646,2.6274987739892446e-06,1.560362897875229e-08,0.007283236167936,1.173722518436226e-07,0.0025066688838974,0.0251528767866473,0.6025550198275514,2.02,2.02,2.02,3.0,1.2079
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/DRY#SYNTHETIC_FIBERS/ELASTANE@WORLD,"Spinning to filament, Elastane (Spandex/Lycra), Dry Spinning",0.0056204894865541,2.585965860290952,14.89015085557877,0.000499108617362,1.1274091855362691,1.5917275553201062e-10,6.813052820063934e-09,0.1387044361930909,2.744018889674382,2.01333671680525e-06,8.119460331753772e-09,0.0035910264676037,5.70507532501929e-08,0.0011243598961254,0.0120971010459259,0.2718228728671905,2.09,2.09,2.09,3.0,1.0309
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/ELASTANE?DTEX=330@WORLD,"Spinning to yarn, Elastane (Spandex/Lycra), 330 dtex, Ring Spinning",0.0153185978350935,7.680202534300577,40.61462012297902,0.0014395671846853,3.0656204926163495,3.521906440534111e-10,1.8096487207577165e-08,0.4034325836271379,5.930502038804794,3.176766732906552e-06,1.9354975148799772e-08,0.0090964333721887,1.4568549441420516e-07,0.0031407868355078,0.0314868623023593,0.7495553905251084,2.01,2.01,2.01,3.0,1.011
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/POLYAMIDE?DTEX=150@WORLD,"Spinning to yarn, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), 150 dtex, Ring Spinning",0.024358888638929,12.172185621566827,64.55736103343742,0.0022896068415936,4.873453369026069,5.525514058462989e-10,2.8719093116258896e-08,0.6425113589075108,9.382109761857734,4.974024097561498e-06,3.0612111426092144e-08,0.0144525983585768,2.3093555685252797e-07,0.0049935334354212,0.0500148796095078,1.1905714859240382,2.0,2.0,2.0,3.0,1.0667
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/WOOL_WORSTED?DTEX=170@WORLD,"Spinning to yarn, Worsted Wool, 170 dtex, Ring Spinning",0.0166068629733245,8.826075665478756,46.543922312648384,0.0015540619196324,3.5046986514009815,4.4575824657021804e-10,2.0613725391659975e-08,0.4270930360407385,6.675121316194269,4.289660289601201e-06,2.4885670262303448e-08,0.0114444762072883,1.610098343807593e-07,0.0034072198182557,0.0342101650863173,0.8243713421371193,2.1,2.1,2.1,3.0,1.087
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/ACRYLIC?DTEX=45@WORLD,"Spinning to yarn, Acrylic, Modacrylic, PAN (Polyacrylonitrile), 45 dtex, Open-End (Rotor)",0.0484910753299053,24.186217207925875,128.63972966020413,0.0045582337838399,9.711057773563072,1.0889483405438174e-09,5.712103159427912e-08,1.280264331292054,18.601081936970157,9.81030093814797e-06,6.090336469868175e-08,0.0288548645087966,4.585253476072924e-07,0.0099391060061914,0.0994659750022995,2.367989614722037,2.0,2.0,2.0,3.0,1.149
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/FOR_KNITTED/RING#PLANT_FIBERS/COTTON?DTEX=120@WORLD,"Spinning to yarn, Cotton Combed - Knitting, 120 dtex, Ring Spinning",0.0215110204681758,10.8207379819548,57.08012969837655,0.002023870197006,4.311116705794928,5.066401516834467e-10,2.5510861068005425e-08,0.5660963742053365,8.327337971451941,4.477243324977222e-06,2.7189139731439192e-08,0.0127955803304805,2.0509809322720449e-07,0.0044132112834682,0.0442188863141515,1.0563774472493734,2.01,2.01,2.01,3.0,1.2293
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#PLANT_FIBERS/COTTON?DTEX=120@WORLD,"Spinning to yarn, Cotton, 120 dtex, Open-End (Rotor)",0.0133705409865884,6.718562027621109,35.515132363180655,0.0012564368270953,2.680173789452206,3.0935796738434107e-10,1.5822418049837515e-08,0.3518364559338695,5.183693798336334,2.795859968425792e-06,1.700821900933094e-08,0.007976639140704,1.272968173104706e-07,0.0027416204655136,0.0274870212039827,0.6546251397053295,2.01,2.01,2.01,3.0,1.2191
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#ANIMAL_FIBERS/SILK?DTEX=150@WORLD,"Spinning to yarn, Spun Silk, 150 dtex, Open-End (Rotor)",0.0153622924337157,7.7112160618164785,40.80966340095913,0.0014436258490164,3.0798335405453656,3.5371640918493885e-10,1.8168283673213043e-08,0.404444994363743,5.945626072284845,3.197566373865064e-06,1.951723438168104e-08,0.0091691589103662,1.4608641778429248e-07,0.003149775458809,0.0315690401112687,0.7518011764163566,2.01,2.01,2.01,3.0,1.2902
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/FOR_WOVEN/RING#PLANT_FIBERS/COTTON?DTEX=300@WORLD,"Spinning to yarn, Coton Combed - Weaving, 300 dtex, Ring Spinning",0.0084096904205236,4.310531536409866,22.379620099288857,0.0007919903451524,1.6910155302782717,2.1624869973170588e-10,1.0115764039595988e-08,0.2196274411823336,3.3250342892985705,1.8719482106077076e-06,1.0871705746018632e-08,0.0050318616772139,8.155150347786123e-08,0.0017281869723671,0.0173678029166859,0.4172486816991306,2.03,2.03,2.03,3.0,1.1827
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#CELLULOSE_BASED_FIBERS/MMCF?DTEX=170@WORLD,"Spinning to yarn, MMCF (Rayon, Viscose, Lyocell), 170 dtex, Ring Spinning",0.022746586347114,11.37250631950696,60.28563202127317,0.0021379128994206,4.550940288899694,5.176941234553e-10,2.686432694392908e-08,0.5998346559976252,8.767625452134235,4.659095030876454e-06,2.8809561500091263e-08,0.0134976365885205,2.1575858156541258e-07,0.0046631251536911,0.0467108603992256,1.1119698764943615,2.01,2.01,2.01,3.0,1.065
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/ELASTANE?DTEX=150@WORLD,"Spinning to yarn, Elastane (Spandex/Lycra), 150 dtex, Ring Spinning",0.0347095496776765,17.315271621815704,91.97054971726166,0.0032628578857251,6.943327652665051,7.81953927211083e-10,4.088141820726738e-08,0.9162440804889443,13.334009968706528,7.031789370775202e-06,4.3500923331990354e-08,0.0205851276417815,3.285424253853457e-07,0.0071148315758723,0.0712284922197288,1.6955118883231814,2.0,2.0,2.0,3.0,1.0168
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/ELASTANE?DTEX=120@WORLD,"Spinning to yarn, Elastane (Spandex/Lycra), 120 dtex, Ring Spinning",0.0442147454027148,22.03825882206142,117.14456725984296,0.0041566115857202,8.844129932861785,9.926183727046207e-10,5.205029894589136e-08,1.167617691912887,16.963109332222643,8.921471986459022e-06,5.5336957218933245e-08,0.0262167381174965,4.181765460013286e-07,0.0090628573009929,0.090709329121659,2.159207622386992,2.0,2.0,2.0,3.0,1.0178
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/POLYESTER?DTEX=150@WORLD,"Spinning to yarn, Polyester (PET, PBT, PTT, PLA etc), 150 dtex, Ring Spinning",0.0186153717289786,9.382234104674776,49.76334989082683,0.0017476017490746,3.754013205746873,4.2986586507789676e-10,2.2088135241009195e-08,0.4892227760692154,7.220814200982799,3.9550787105819384e-06,2.40783718798914e-08,0.0113165092802728,1.7693177346307033e-07,0.0038155593778643,0.0382422346139971,0.9106325285229472,2.02,2.02,2.02,3.0,1.0667
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#CELLULOSE_BASED_FIBERS/MMCF?DTEX=300@WORLD,"Spinning to yarn, MMCF (Rayon, Viscose, Lyocell), 300 dtex, Ring Spinning",0.0126525145498401,6.356485176838634,33.552490859998514,0.0011888158902918,2.532405028198009,2.937181247843147e-10,1.4991699100613534e-08,0.3328989265617663,4.913362319618393,2.650676192251052e-06,1.6179333897406e-08,0.0075170443134246,1.2056331664923154e-07,0.0025944066596528,0.0260230118047591,0.6195313326126065,2.01,2.01,2.01,3.0,1.0546
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#ANIMAL_FIBERS/SILK?DTEX=120@WORLD,"Spinning to yarn, Spun Silk, 120 dtex, Open-End (Rotor)",0.0206412996298175,10.334533851301472,54.79253396000862,0.0019399919385474,4.135621612932984,4.707341893438425e-10,2.437174853716173e-08,0.5440475123975044,7.961280414843539,4.247559383268283e-06,2.6093254202438792e-08,0.012297932454994,1.958681649079433e-07,0.0042316687957505,0.0423883256267755,1.009330090783462,2.01,2.01,2.01,3.0,1.2974
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYAMIDE?DTEX=300@WORLD,"Spinning to yarn, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), 300 dtex, Open-End (Rotor)",0.007384653154788,3.754511461057598,19.728731113280112,0.0006932830233513,1.4878135856555568,1.7743101827069923e-10,8.807717116664886e-09,0.1933103720060806,2.9033316451477127,1.6255354022024695e-06,9.65358868651764e-09,0.0044729102556995,7.087509004119288e-08,0.0015147122304239,0.0152187674469404,0.3626531647704808,2.02,2.02,2.02,3.0,1.0426
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/MELT_POY#SYNTHETIC_FIBERS/ELASTANE@WORLD,"Spinning to filament, Elastane (Spandex/Lycra), Melt Spinning (POY)",0.0019362625806368,1.3284752381152785,10.390198901253306,0.0001500338222486,0.7005343540250153,8.391772282208854e-11,2.6188354259785793e-09,0.0397445926439873,0.8968829778159141,8.674918512257224e-07,1.234177230921188e-08,0.0019497012183065,1.8381262295540732e-08,0.0004476661532996,0.0047280225556005,0.099230760553344,2.1,2.1,2.1,3.0,1.0309
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/FOR_WOVEN/RING#PLANT_FIBERS/COTTON?DTEX=45@WORLD,"Spinning to yarn, Coton Combed - Weaving, 45 dtex, Ring Spinning",0.0733746485203411,36.59112494174404,194.43916395643905,0.0069004945670633,14.682613191425496,1.6561080810982127e-09,8.645238479000014e-08,1.937674522497272,28.12908693812399,1.4788270903054244e-05,9.177196869024557e-08,0.0435241703931236,6.941731302895033e-07,0.0150423099855021,0.1505130523039678,3.586461933150453,2.0,2.0,2.0,3.0,1.2486
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#CELLULOSE_BASED_FIBERS/MMCF?DTEX=300@WORLD,"Spinning to yarn, MMCF (Rayon, Viscose, Lyocell), 300 dtex, Open-End (Rotor)",0.0062471156282555,3.184098482220912,16.682142520451954,0.0005864813653283,1.2579707828802011,1.5184561232101892e-10,7.461512493215618e-09,0.1633404625349118,2.466452839689264,1.3894116828117411e-06,8.186929796273328e-09,0.0037772884602953,6.013529940316324e-08,0.0012816529391233,0.0128875007940253,0.3071399843457287,2.02,2.02,2.02,3.0,1.1189
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/MELT_POY#SYNTHETIC_FIBERS/MICROFIBER@WORLD,"Spinning to filament, Microfibers, Melt Spinning (POY)",0.0015002982539414,1.027142524275837,8.001465107519808,0.000115386617166,0.5408361993898048,6.882410534907156e-11,2.073281058173412e-09,0.0301164003652369,0.7352882734120427,7.442785146953717e-07,9.520027211174124e-09,0.0015597191353909,1.4680349074244784e-08,0.0003441386212433,0.0036806365360526,0.0772264149045679,2.13,2.13,2.13,3.0,1.0309
